Analysis,Author,Year,Trait Type,Species,Genus,Family,Order,Plant Species,Genus,Family,Order,n,t = trait means,S=trait standard deviations,R = # Species relative abundances,Link,OTHER LINK,Reference,Mutualism_type,Trait,Included in redundancy analysis,Source,Data Reported,Statistics Reported,Field/Experimental/Observational,,,,,,,
43B,Hollens et al,2017,Trait B. Pollinator visitation rate,Rediviva macgregori,Rediviva,Melittidae,Hymenoptera,Diascia floribunda,Diascia,Scrophulariaceae,Lamiales,45,1.67,3.6518456,0.7627119,https://www.sciencedirect.com/science/article/pii/S0367253016301992,https://www.sciencedirect.com/science/article/pii/S0367253016301992,"Hollens-Kuhr, Hilke & van der Niet, Timotheus & Cozien, Ruth & Kuhlmann, Michael. (2016). A spur-ious inference: Pollination is not more specialized in long-spurred than in spurless species in Diascia-Rediviva mutualisms. Flora - Morphology, Distribution, Functional Ecology of Plants. 232. 10.1016/j.flora.2016.12.006.",Pollination,Visitation rate,NO,Figure 4,"n, mean, SD",X^2 and P-value,Field observational,,,,,,,
43C,Hollens et al,2017,Trait C. Flower visitation rate,Rediviva nitida,Rediviva,Melittidae,Hymenoptera,Diascia cardiosepala,Diascia,Scrophulariaceae,Lamiales,22,0.916,1.389067,0.5641026,https://www.sciencedirect.com/science/article/pii/S0367253016301992,https://www.sciencedirect.com/science/article/pii/S0367253016301992,"Hollens-Kuhr, Hilke & van der Niet, Timotheus & Cozien, Ruth & Kuhlmann, Michael. (2016). A spur-ious inference: Pollination is not more specialized in long-spurred than in spurless species in Diascia-Rediviva mutualisms. Flora - Morphology, Distribution, Functional Ecology of Plants. 232. 10.1016/j.flora.2016.12.006.",Pollination,Visitation rate,NO,Figure 4,"n, mean, SD",X^2 and P-value,Field observational,,,,,,,
43C,Hollens et al,2017,Trait C. Flower visitation rate,Rediviva intermixta,Rediviva,Melittidae,Hymenoptera,Diascia cardiosepala,Diascia,Scrophulariaceae,Lamiales,17,6.7,3.756149,0.4358974,https://www.sciencedirect.com/science/article/pii/S0367253016301992,https://www.sciencedirect.com/science/article/pii/S0367253016301992,"Hollens-Kuhr, Hilke & van der Niet, Timotheus & Cozien, Ruth & Kuhlmann, Michael. (2016). A spur-ious inference: Pollination is not more specialized in long-spurred than in spurless species in Diascia-Rediviva mutualisms. Flora - Morphology, Distribution, Functional Ecology of Plants. 232. 10.1016/j.flora.2016.12.006.",Pollination,Visitation rate,NO,Figure 4,"n, mean, SD",X^2 and P-value,Field observational,,,,,,,
43D,Hollens et al,2017,Trait D. Flower visitation rate,Rediviva longimanus,Rediviva,Melittidae,Hymenoptera,Diascia floribunda,Diascia,Scrophulariaceae,Lamiales,14,19.8,3.112498,0.2372881,https://www.sciencedirect.com/science/article/pii/S0367253016301992,https://www.sciencedirect.com/science/article/pii/S0367253016301992,"Hollens-Kuhr, Hilke & van der Niet, Timotheus & Cozien, Ruth & Kuhlmann, Michael. (2016). A spur-ious inference: Pollination is not more specialized in long-spurred than in spurless species in Diascia-Rediviva mutualisms. Flora - Morphology, Distribution, Functional Ecology of Plants. 232. 10.1016/j.flora.2016.12.006.",Pollination,Visitation rate,NO,Figure 4,"n, mean, SD",X^2 and P-value,Field observational,,,,,,,
43D,Hollens et al,2017,Trait D. Flower visitation rate,Rediviva macgregori,Rediviva,Melittidae,Hymenoptera,Diascia floribunda,Diascia,Scrophulariaceae,Lamiales,45,10.6,26.877425,0.7627119,https://www.sciencedirect.com/science/article/pii/S0367253016301992,https://www.sciencedirect.com/science/article/pii/S0367253016301992,"Hollens-Kuhr, Hilke & van der Niet, Timotheus & Cozien, Ruth & Kuhlmann, Michael. (2016). A spur-ious inference: Pollination is not more specialized in long-spurred than in spurless species in Diascia-Rediviva mutualisms. Flora - Morphology, Distribution, Functional Ecology of Plants. 232. 10.1016/j.flora.2016.12.006.",Pollination,Visitation rate,NO,Figure 4,"n, mean, SD",X^2 and P-value,Field observational,,,,,,,
44A,Frick et al,2013,Trait A. Duration of visits,Antrozous pallidus,Antrozous,Vespertilionidae,Chiroptera,Pachycereus pringlei,Pachycereus,Cactaceae,Caryophyllales,56,0.52,1.28,0.6292135,https://pubmed.ncbi.nlm.nih.gov/23234851/,https://www.journals.uchicago.edu/doi/10.1086/668595,"Frick, W. F., Price, R. D., Heady, P. A., 3rd, & Kay, K. M. (2013). Insectivorous bat pollinates columnar cactus more effectively per visit than specialized nectar bat. The American naturalist, 181(1), 137–144. https://doi.org/10.1086/668595",Pollination,Time spent in visits flowers,NO,In-text and Figure 3,"n, mean, SD",t-value and P-value,Field observational,,,,,,,
44A,Frick et al,2013,Trait A. Duration of visits,Leptonycteris yerbabuenae,Leptonycteris,Phyllostomidae,Chiroptera,Pachycereus pringlei,Pachycereus,Cactaceae,Caryophyllales,33,0.37,0.95,0.3707865,https://pubmed.ncbi.nlm.nih.gov/23234851/,https://www.journals.uchicago.edu/doi/10.1086/668595,"Frick, W. F., Price, R. D., Heady, P. A., 3rd, & Kay, K. M. (2013). Insectivorous bat pollinates columnar cactus more effectively per visit than specialized nectar bat. The American naturalist, 181(1), 137–144. https://doi.org/10.1086/668595",Pollination,Time spent in visits flowers,NO,In-text and Figure 3,"n, mean, SD",t-value and P-value,Field observational,,,,,,,
44B,Frick et al,2013,Trait B. Mean probability of effectiveness per flower site 2,Antrozous pallidus,Antrozous,Vespertilionidae,Chiroptera,Pachycereus pringlei,Pachycereus,Cactaceae,Caryophyllales,56,0.422,0.379,0.6292135,https://pubmed.ncbi.nlm.nih.gov/23234851/,https://www.journals.uchicago.edu/doi/10.1086/668595,"Frick, W. F., Price, R. D., Heady, P. A., 3rd, & Kay, K. M. (2013). Insectivorous bat pollinates columnar cactus more effectively per visit than specialized nectar bat. The American naturalist, 181(1), 137–144. https://doi.org/10.1086/668595",Pollination,Time spent in visits flowers,NO,In-text and Figure 3,"n, mean, SD",t-value and P-value,Field observational,,,,,,,
44B,Frick et al,2013,Trait B. Mean probability of effectiveness per flower site 2,Leptonycteris yerbabuenae,Leptonycteris,Phyllostomidae,Chiroptera,Pachycereus pringlei,Pachycereus,Cactaceae,Caryophyllales,33,0.332,0.177,0.3707865,https://pubmed.ncbi.nlm.nih.gov/23234851/,https://www.journals.uchicago.edu/doi/10.1086/668595,"Frick, W. F., Price, R. D., Heady, P. A., 3rd, & Kay, K. M. (2013). Insectivorous bat pollinates columnar cactus more effectively per visit than specialized nectar bat. The American naturalist, 181(1), 137–144. https://doi.org/10.1086/668595",Pollination,Time spent in visits flowers,NO,In-text and Figure 3,"n, mean, SD",t-value and P-value,Field observational,,,,,,,
44C,Frick et al,2013,Trait C. Mean probability of effectiveness per flower site 3,Antrozous pallidus,Antrozous,Vespertilionidae,Chiroptera,Pachycereus pringlei,Pachycereus,Cactaceae,Caryophyllales,56,0.191,0.36,0.6292135,https://pubmed.ncbi.nlm.nih.gov/23234851/,https://www.journals.uchicago.edu/doi/10.1086/668595,"Frick, W. F., Price, R. D., Heady, P. A., 3rd, & Kay, K. M. (2013). Insectivorous bat pollinates columnar cactus more effectively per visit than specialized nectar bat. The American naturalist, 181(1), 137–144. https://doi.org/10.1086/668595",Pollination,Time spent in visits flowers,NO,In-text and Figure 3,"n, mean, SD",t-value and P-value,Field observational,,,,,,,
44C,Frick et al,2013,Trait C. Mean probability of effectiveness per flower site 3,Leptonycteris yerbabuenae,Leptonycteris,Phyllostomidae,Chiroptera,Pachycereus pringlei,Pachycereus,Cactaceae,Caryophyllales,33,0.48,0.231,0.3707865,https://pubmed.ncbi.nlm.nih.gov/23234851/,https://www.journals.uchicago.edu/doi/10.1086/668595,"Frick, W. F., Price, R. D., Heady, P. A., 3rd, & Kay, K. M. (2013). Insectivorous bat pollinates columnar cactus more effectively per visit than specialized nectar bat. The American naturalist, 181(1), 137–144. https://doi.org/10.1086/668595",Pollination,Time spent in visits flowers,NO,In-text and Figure 3,"n, mean, SD",t-value and P-value,Field observational,,,,,,,
44D,Frick et al,2013,Trait D. Mean probability of effectiveness per flower site 4,Antrozous pallidus,Antrozous,Vespertilionidae,Chiroptera,Pachycereus pringlei,Pachycereus,Cactaceae,Caryophyllales,56,0.451,0.418,0.6292135,https://pubmed.ncbi.nlm.nih.gov/23234851/,https://www.journals.uchicago.edu/doi/10.1086/668595,"Frick, W. F., Price, R. D., Heady, P. A., 3rd, & Kay, K. M. (2013). Insectivorous bat pollinates columnar cactus more effectively per visit than specialized nectar bat. The American naturalist, 181(1), 137–144. https://doi.org/10.1086/668595",Pollination,Time spent in visits flowers,NO,In-text and Figure 3,"n, mean, SD",t-value and P-value,Field observational,,,,,,,
44D,Frick et al,2013,Trait D. Mean probability of effectiveness per flower site 4,Leptonycteris yerbabuenae,Leptonycteris,Phyllostomidae,Chiroptera,Pachycereus pringlei,Pachycereus,Cactaceae,Caryophyllales,33,0.441,0.258,0.3707865,https://pubmed.ncbi.nlm.nih.gov/23234851/,https://www.journals.uchicago.edu/doi/10.1086/668595,"Frick, W. F., Price, R. D., Heady, P. A., 3rd, & Kay, K. M. (2013). Insectivorous bat pollinates columnar cactus more effectively per visit than specialized nectar bat. The American naturalist, 181(1), 137–144. https://doi.org/10.1086/668595",Pollination,Time spent in visits flowers,NO,In-text and Figure 3,"n, mean, SD",t-value and P-value,Field observational,,,,,,,
44E,Frick et al,2013,Trait E. Mean probability of effectiveness per flower site 5,Antrozous pallidus,Antrozous,Vespertilionidae,Chiroptera,Pachycereus pringlei,Pachycereus,Cactaceae,Caryophyllales,56,0.108,0.262,0.6292135,https://pubmed.ncbi.nlm.nih.gov/23234851/,https://www.journals.uchicago.edu/doi/10.1086/668595,"Frick, W. F., Price, R. D., Heady, P. A., 3rd, & Kay, K. M. (2013). Insectivorous bat pollinates columnar cactus more effectively per visit than specialized nectar bat. The American naturalist, 181(1), 137–144. https://doi.org/10.1086/668595",Pollination,Time spent in visits flowers,NO,In-text and Figure 3,"n, mean, SD",t-value and P-value,Field observational,,,,,,,
44E,Frick et al,2013,Trait E. Mean probability of effectiveness per flower site 5,Leptonycteris yerbabuenae,Leptonycteris,Phyllostomidae,Chiroptera,Pachycereus pringlei,Pachycereus,Cactaceae,Caryophyllales,33,0.539,0.171,0.3707865,https://pubmed.ncbi.nlm.nih.gov/23234851/,https://www.journals.uchicago.edu/doi/10.1086/668595,"Frick, W. F., Price, R. D., Heady, P. A., 3rd, & Kay, K. M. (2013). Insectivorous bat pollinates columnar cactus more effectively per visit than specialized nectar bat. The American naturalist, 181(1), 137–144. https://doi.org/10.1086/668595",Pollination,Time spent in visits flowers,NO,In-text and Figure 3,"n, mean, SD",t-value and P-value,Field observational,,,,,,,
44F,Frick et al,2013,Trait F. Mean probability of effectiveness per flower site 6,Antrozous pallidus,Antrozous,Vespertilionidae,Chiroptera,Pachycereus pringlei,Pachycereus,Cactaceae,Caryophyllales,56,0.26,0.359,0.6292135,https://pubmed.ncbi.nlm.nih.gov/23234851/,https://www.journals.uchicago.edu/doi/10.1086/668595,"Frick, W. F., Price, R. D., Heady, P. A., 3rd, & Kay, K. M. (2013). Insectivorous bat pollinates columnar cactus more effectively per visit than specialized nectar bat. The American naturalist, 181(1), 137–144. https://doi.org/10.1086/668595",Pollination,Time spent in visits flowers,NO,In-text and Figure 3,"n, mean, SD",t-value and P-value,Field observational,,,,,,,
44F,Frick et al,2013,Trait F. Mean probability of effectiveness per flower site 6,Leptonycteris yerbabuenae,Leptonycteris,Phyllostomidae,Chiroptera,Pachycereus pringlei,Pachycereus,Cactaceae,Caryophyllales,33,0.52,0.19,0.3707865,https://pubmed.ncbi.nlm.nih.gov/23234851/,https://www.journals.uchicago.edu/doi/10.1086/668595,"Frick, W. F., Price, R. D., Heady, P. A., 3rd, & Kay, K. M. (2013). Insectivorous bat pollinates columnar cactus more effectively per visit than specialized nectar bat. The American naturalist, 181(1), 137–144. https://doi.org/10.1086/668595",Pollination,Time spent in visits flowers,NO,In-text and Figure 3,"n, mean, SD",t-value and P-value,Field observational,,,,,,,
44G,Frick et al,2013,Trait G. Mean probability of effectiveness per flower site 7,Antrozous pallidus,Antrozous,Vespertilionidae,Chiroptera,Pachycereus pringlei,Pachycereus,Cactaceae,Caryophyllales,56,0.108,0.232,0.6292135,https://pubmed.ncbi.nlm.nih.gov/23234851/,https://www.journals.uchicago.edu/doi/10.1086/668595,"Frick, W. F., Price, R. D., Heady, P. A., 3rd, & Kay, K. M. (2013). Insectivorous bat pollinates columnar cactus more effectively per visit than specialized nectar bat. The American naturalist, 181(1), 137–144. https://doi.org/10.1086/668595",Pollination,Time spent in visits flowers,NO,In-text and Figure 3,"n, mean, SD",t-value and P-value,Field observational,,,,,,,
44G,Frick et al,2013,Trait G. Mean probability of effectiveness per flower site 7,Leptonycteris yerbabuenae,Leptonycteris,Phyllostomidae,Chiroptera,Pachycereus pringlei,Pachycereus,Cactaceae,Caryophyllales,33,0.53,0.148,0.3707865,https://pubmed.ncbi.nlm.nih.gov/23234851/,https://www.journals.uchicago.edu/doi/10.1086/668595,"Frick, W. F., Price, R. D., Heady, P. A., 3rd, & Kay, K. M. (2013). Insectivorous bat pollinates columnar cactus more effectively per visit than specialized nectar bat. The American naturalist, 181(1), 137–144. https://doi.org/10.1086/668595",Pollination,Time spent in visits flowers,NO,In-text and Figure 3,"n, mean, SD",t-value and P-value,Field observational,,,,,,,
44H,Frick et al,2013,Trait H. Mean probability of effectiveness per flower site 9,Antrozous pallidus,Antrozous,Vespertilionidae,Chiroptera,Pachycereus pringlei,Pachycereus,Cactaceae,Caryophyllales,56,0.879,0.10034,0.6292135,https://pubmed.ncbi.nlm.nih.gov/23234851/,https://www.journals.uchicago.edu/doi/10.1086/668595,"Frick, W. F., Price, R. D., Heady, P. A., 3rd, & Kay, K. M. (2013). Insectivorous bat pollinates columnar cactus more effectively per visit than specialized nectar bat. The American naturalist, 181(1), 137–144. https://doi.org/10.1086/668595",Pollination,Time spent in visits flowers,NO,In-text and Figure 3,"n, mean, SD",t-value and P-value,Field observational,,,,,,,
44H,Frick et al,2013,Trait H. Mean probability of effectiveness per flower site 9,Leptonycteris yerbabuenae,Leptonycteris,Phyllostomidae,Chiroptera,Pachycereus pringlei,Pachycereus,Cactaceae,Caryophyllales,33,0.618,0.09142,0.3707865,https://pubmed.ncbi.nlm.nih.gov/23234851/,https://www.journals.uchicago.edu/doi/10.1086/668595,"Frick, W. F., Price, R. D., Heady, P. A., 3rd, & Kay, K. M. (2013). Insectivorous bat pollinates columnar cactus more effectively per visit than specialized nectar bat. The American naturalist, 181(1), 137–144. https://doi.org/10.1086/668595",Pollination,Time spent in visits flowers,NO,In-text and Figure 3,"n, mean, SD",t-value and P-value,Field observational,,,,,,,
44I,Frick et al,2013,Trait I. Mean probability of effectiveness per flower site 10,Antrozous pallidus,Antrozous,Vespertilionidae,Chiroptera,Pachycereus pringlei,Pachycereus,Cactaceae,Caryophyllales,56,0.759,0.23746,0.6292135,https://pubmed.ncbi.nlm.nih.gov/23234851/,https://www.journals.uchicago.edu/doi/10.1086/668595,"Frick, W. F., Price, R. D., Heady, P. A., 3rd, & Kay, K. M. (2013). Insectivorous bat pollinates columnar cactus more effectively per visit than specialized nectar bat. The American naturalist, 181(1), 137–144. https://doi.org/10.1086/668595",Pollination,Time spent in visits flowers,NO,In-text and Figure 3,"n, mean, SD",t-value and P-value,Field observational,,,,,,,
44I,Frick et al,2013,Trait I. Mean probability of effectiveness per flower site 10,Leptonycteris yerbabuenae,Leptonycteris,Phyllostomidae,Chiroptera,Pachycereus pringlei,Pachycereus,Cactaceae,Caryophyllales,33,0.707,0.0892,0.3707865,https://pubmed.ncbi.nlm.nih.gov/23234851/,https://www.journals.uchicago.edu/doi/10.1086/668595,"Frick, W. F., Price, R. D., Heady, P. A., 3rd, & Kay, K. M. (2013). Insectivorous bat pollinates columnar cactus more effectively per visit than specialized nectar bat. The American naturalist, 181(1), 137–144. https://doi.org/10.1086/668595",Pollination,Time spent in visits flowers,NO,In-text and Figure 3,"n, mean, SD",t-value and P-value,Field observational,,,,,,,
44J,Frick et al,2013,Trait J. Mean probability of effectiveness per flower site 11,Antrozous pallidus,Antrozous,Vespertilionidae,Chiroptera,Pachycereus pringlei,Pachycereus,Cactaceae,Caryophyllales,56,0.4,0.377,0.6292135,https://pubmed.ncbi.nlm.nih.gov/23234851/,https://www.journals.uchicago.edu/doi/10.1086/668595,"Frick, W. F., Price, R. D., Heady, P. A., 3rd, & Kay, K. M. (2013). Insectivorous bat pollinates columnar cactus more effectively per visit than specialized nectar bat. The American naturalist, 181(1), 137–144. https://doi.org/10.1086/668595",Pollination,Time spent in visits flowers,NO,In-text and Figure 3,"n, mean, SD",t-value and P-value,Field observational,,,,,,,
44J,Frick et al,2013,Trait J. Mean probability of effectiveness per flower site 11,Leptonycteris yerbabuenae,Leptonycteris,Phyllostomidae,Chiroptera,Pachycereus pringlei,Pachycereus,Cactaceae,Caryophyllales,33,0.21,0.147,0.3707865,https://pubmed.ncbi.nlm.nih.gov/23234851/,https://www.journals.uchicago.edu/doi/10.1086/668595,"Frick, W. F., Price, R. D., Heady, P. A., 3rd, & Kay, K. M. (2013). Insectivorous bat pollinates columnar cactus more effectively per visit than specialized nectar bat. The American naturalist, 181(1), 137–144. https://doi.org/10.1086/668595",Pollination,Time spent in visits flowers,NO,In-text and Figure 3,"n, mean, SD",t-value and P-value,Field observational,,,,,,,
45A,Dupont et al.,2004,Trait A. Foraging patterns (seconds/visit),Eucera gracilipes,Eucera,Apidae,Hymenoptera,Echium wildpretii,Echium,Boraginaceae,Boraginales,62,16.5,23.8,0.6526316,https://www.scopus.com/inward/record.uri?eid=2-s2.0-1842867076&doi=10.1016%2fj.biocon.2003.09.010&partnerID=40&md5=919d8200277da93e033698b07d540b47,https://www.sciencedirect.com/science/article/pii/S0006320703003689,"Dupont, Y.L., Hansen, D.M., Valido, A., & Olesen, J.M. (2004). Impact of introduced honey bees on native pollination interactions of the endemic Echium wildpretii (Boraginaceae) on Tenerife, Canary Islands. Biological Conservation, 118, 301-311.",Pollination,Time spent in visits flowers,NO,Table 2,"n, mean, SD","F-value, P-value, and R^2",Field observational,,,,,,,
