Supplementary Table 9. Pairwise comparison of AA similarity acros Picorna-like viruses,,,,,
Species 1,Species 2,Names 1,Names 2,disimilarity,similarity
NLHV-1,CRLV,Nilaparvata lugens honeydew virus 1,Cherry rasp leaf virus,0.93,0.07
AoV-7,OsV-A1,Putative A. octoarticulatus virus 6 (g3684 i0),Oscivirus A1,0.93,0.07
CosV-A1,DHAV-1,Cosavirus A1,Duck hepatitis A virus 1,0.93,0.07
THV-2993D,DHAV-1,Turkey hepatitis virus 2993D,Duck hepatitis A virus 1,0.93,0.07
NIHV-2,HAV,Nilaparvata lugens honeydew virus-2,Hepatovirus A,0.93,0.07
AoV-7,AEV-1,Putative A. octoarticulatus virus 6 (g3684 i0),Tremovirus A1,0.93,0.07
AoV-7,ArMV,Putative A. octoarticulatus virus 6 (g3684 i0),Arabis mosaic virus,0.93,0.07
AoV-7,POLIO1A,Putative A. octoarticulatus virus 6 (g3684 i0),Human poliovirus 1 Mahoney,0.93,0.07
FeV-2,SEIV-1,Formica exsecta virus 2,Spodoptera exigua iflavirus 1,0.93,0.07
IAPV,CPMV,Israeli acute paralysis virus,Cowpea mosaic virus,0.93,0.07
TesV-A1,EPV-1,Teschovirus A1,Eel picornavirus 1,0.92,0.08
SV-NG-J1,EPV-1,Salivirus NG-J1,Eel picornavirus 1,0.92,0.08
ApIV,EoV,Antheraea pernyi iflavirus,Ectropis obliqua virus,0.92,0.08
CV-A1,AV-A1,Cardiovirus A1,Aquamavirus A1,0.92,0.08
SINV-1,PasV-A1,Solenopsis invicta virus 1,Passerivirus A1,0.92,0.08
STV9,AoV-2,Soybean thrips iflavirus 9,Putative A. octoarticulatus virus 3 (g6982 i4),0.92,0.08
PEV-8,PaV-1,Porcine enterovirus 8,Pasivirus A1,0.92,0.08
SiV-A,HAV,Sicinivirus A,Hepatovirus A,0.92,0.08
AoV-5,ArMV,Putative A. octoarticulatus virus 4 (g1894 i0),Arabis mosaic virus,0.92,0.08
CosV-A1,EPV-1,Cosavirus A1,Eel picornavirus 1,0.92,0.08
IAPV,LimV-A1,Israeli acute paralysis virus,Limnipivirus A1,0.92,0.08
BHuV-1,LimV-A1,Bovine hungarovirus 1,Limnipivirus A1,0.92,0.08
AoV-3,HAV,Putative A. octoarticulatus virus 1 (g2275 i0),Hepatovirus A,0.92,0.08
SINV-11,IFV, Solenopsis invicta virus 11,Infectious flacherie virus,0.92,0.08
FEX-1,AV-A1,Formica exsecta virus 1,Aquamavirus A1,0.92,0.08
MSPV-1,AV-A1,Miniopterus schreibersii picornavirus 1,Aquamavirus A1,0.92,0.08
KgV,KBV,King virus,Kashmir bee virus,0.92,0.08
SINV-11,OilV-1, Solenopsis invicta virus 11,Osiphanes invirae iflavirus 1,0.92,0.08
SiV-A,LimV-A1,Sicinivirus A,Limnipivirus A1,0.92,0.08
CPMV,DHAV-1,Cowpea mosaic virus,Duck hepatitis A virus 1,0.92,0.08
PNV,AEV-1,Perina nuda virus,Tremovirus A1,0.92,0.08
OsV-A1,HPeV-1,Oscivirus A1,Human parechovirus 1,0.92,0.08
TesV-A1,KuV-A1,Teschovirus A1,Kunsagivirus A1,0.92,0.08
OsV-A1,LimV-A1,Oscivirus A1,Limnipivirus A1,0.92,0.08
SBPV,KBV,Slow bee paralysis virus,Kashmir bee virus,0.92,0.08
SBPV,FEX-1,Slow bee paralysis virus,Formica exsecta virus 1,0.92,0.08
AoV-2,CPMV,Putative A. octoarticulatus virus 3 (g6982 i4),Cowpea mosaic virus,0.92,0.08
TplV-1,EoV,Thaumetopoea pityocampa iflavirus 1,Ectropis obliqua virus,0.92,0.08
LdIV-1,EoV,Lymantria dispar iflavirus 1,Ectropis obliqua virus,0.92,0.08
AoV-2,EoV,Putative A. octoarticulatus virus 3 (g6982 i4),Ectropis obliqua virus,0.92,0.08
ApIV,SEIV-1,Antheraea pernyi iflavirus,Spodoptera exigua iflavirus 1,0.92,0.08
IAPV,AV-A1,Israeli acute paralysis virus,Aquamavirus A1,0.92,0.08
OsV-A1,PaV-1,Oscivirus A1,Pasivirus A1,0.92,0.08
FMDV-O1K,EPV-1,Foot and mouth disease virus,Eel picornavirus 1,0.92,0.08
SenV-A1,EPV-1,Senecavirus A1,Eel picornavirus 1,0.92,0.08
CPDV,HAV,Canine picodicistrovirus,Hepatovirus A,0.92,0.08
SINV-1,PNV,Solenopsis invicta virus 1,Perina nuda virus,0.92,0.08
SBPV,IAPV,Slow bee paralysis virus,Israeli acute paralysis virus,0.92,0.08
KBV,CPMV,Kashmir bee virus,Cowpea mosaic virus,0.92,0.08
SBV,ArMV,Sacbrood virus,Arabis mosaic virus,0.92,0.08
SBPV,SEIV-2,Slow bee paralysis virus,Spodoptera exigua iflavirus 2,0.92,0.08
BHuV-1,AEV-1,Bovine hungarovirus 1,Tremovirus A1,0.92,0.08
SINV-11,LHUV-1, Solenopsis invicta virus 11,Linepithema humile virus 1,0.92,0.08
SINV-11,KBV, Solenopsis invicta virus 11,Kashmir bee virus,0.92,0.08
SINV-16,AoV-7, Solenopsis invicta virus 16,Putative A. octoarticulatus virus 6 (g3684 i0),0.92,0.08
AoV-5,OilV-1,Putative A. octoarticulatus virus 4 (g1894 i0),Osiphanes invirae iflavirus 1,0.92,0.08
VdV-1,CPMV,Varroa destructor virus 1,Cowpea mosaic virus,0.92,0.08
NIHV-2,CosV-A1,Nilaparvata lugens honeydew virus-2,Cosavirus A1,0.92,0.08
TplV-1,IFV,Thaumetopoea pityocampa iflavirus 1,Infectious flacherie virus,0.92,0.08
LdIV-1,IFV,Lymantria dispar iflavirus 1,Infectious flacherie virus,0.92,0.08
AoV-7,AiV-1,Putative A. octoarticulatus virus 6 (g3684 i0),Aichi virus 1,0.92,0.08
AoV-2,TesV-A1,Putative A. octoarticulatus virus 3 (g6982 i4),Teschovirus A1,0.92,0.08
THV-2993D,TuASV,Turkey hepatitis virus 2993D,Turkey avisivirus,0.92,0.08
NLHV-1,OilV-1,Nilaparvata lugens honeydew virus 1,Osiphanes invirae iflavirus 1,0.92,0.08
AoV-2,PEV-8,Putative A. octoarticulatus virus 3 (g6982 i4),Porcine enterovirus 8,0.92,0.08
MoV-A1,KuV-A1,Mosavirus A1,Kunsagivirus A1,0.92,0.08
ALPV,HAV,Aphid lethal paralysis virus,Hepatovirus A,0.92,0.08
SBV,BQCV,Sacbrood virus,Black queen cell virus,0.92,0.08
SINV-16,OilV-1, Solenopsis invicta virus 16,Osiphanes invirae iflavirus 1,0.92,0.08
RoM-7,TuASV,Rosavirus M-7,Turkey avisivirus,0.92,0.08
AiV-1,HPeV-1,Aichi virus 1,Human parechovirus 1,0.92,0.08
FeV-2,CPMV,Formica exsecta virus 2,Cowpea mosaic virus,0.92,0.08
SINV-1,EoV,Solenopsis invicta virus 1,Ectropis obliqua virus,0.92,0.08
ArMV,EoV,Arabis mosaic virus,Ectropis obliqua virus,0.92,0.08
LHUV-1,PNV,Linepithema humile virus 1,Perina nuda virus,0.92,0.08
VdV-1,IFV,Varroa destructor virus 1,Infectious flacherie virus,0.92,0.08
KgV,FEX-1,King virus,Formica exsecta virus 1,0.92,0.08
ALPV,SEIV-1,Aphid lethal paralysis virus,Spodoptera exigua iflavirus 1,0.92,0.08
LHUV-1,AV-A1,Linepithema humile virus 1,Aquamavirus A1,0.92,0.08
PasV-A1,LimV-A1,Passerivirus A1,Limnipivirus A1,0.92,0.08
SINV-16,ABPV, Solenopsis invicta virus 16,Acute bee paralysis virus,0.92,0.08
NLHV-1,IFV,Nilaparvata lugens honeydew virus 1,Infectious flacherie virus,0.92,0.08
DWV,CPMV,Deformed wing virus,Cowpea mosaic virus,0.92,0.08
SINV-1,LimV-A1,Solenopsis invicta virus 1,Limnipivirus A1,0.92,0.08
LHUV-1,ArMV,Linepithema humile virus 1,Arabis mosaic virus,0.92,0.08
ALPV,ArMV,Aphid lethal paralysis virus,Arabis mosaic virus,0.92,0.08
LHUV-1,EoV,Linepithema humile virus 1,Ectropis obliqua virus,0.92,0.08
FSak1,KuV-A1,Feline sakobuvirus A,Kunsagivirus A1,0.92,0.08
KBV,CRLV,Kashmir bee virus,Cherry rasp leaf virus,0.92,0.08
FEX-1,CRLV,Formica exsecta virus 1,Cherry rasp leaf virus,0.92,0.08
ABPV,CRLV,Acute bee paralysis virus,Cherry rasp leaf virus,0.92,0.08
AoV-4,OilV-1,Putative A. octoarticulatus virus 2 (g5994 i0),Osiphanes invirae iflavirus 1,0.92,0.08
RoM-7,DHAV-1,Rosavirus M-7,Duck hepatitis A virus 1,0.92,0.08
PEV-8,HPeV-1,Porcine enterovirus 8,Human parechovirus 1,0.92,0.08
AiV-1,EPV-1,Aichi virus 1,Eel picornavirus 1,0.92,0.08
TesV-A1,AEV-1,Teschovirus A1,Tremovirus A1,0.92,0.08
AoV-6,CRLV,Putative A. octoarticulatus virus 5 (g2855 i0),Cherry rasp leaf virus,0.92,0.08
BBV,AoV-2,Brevicoryne brassicae virus,Putative A. octoarticulatus virus 3 (g6982 i4),0.92,0.08
SBV,FEX-1,Sacbrood virus,Formica exsecta virus 1,0.92,0.08
AoV-4,SEIV-1,Putative A. octoarticulatus virus 2 (g5994 i0),Spodoptera exigua iflavirus 1,0.92,0.08
DWV,IFV,Deformed wing virus,Infectious flacherie virus,0.92,0.08
IAPV,CRLV,Israeli acute paralysis virus,Cherry rasp leaf virus,0.92,0.08
NIHV-2,PNV,Nilaparvata lugens honeydew virus-2,Perina nuda virus,0.92,0.08
AoV-7,BatPI,Putative A. octoarticulatus virus 6 (g3684 i0),Bat picornavirus,0.92,0.08
FSak1,HAV,Feline sakobuvirus A,Hepatovirus A,0.92,0.08
CPDV,DHAV-1,Canine picodicistrovirus,Duck hepatitis A virus 1,0.92,0.08
BatIV,IFV,Bat iflavirus (Yinda et al. 2016),Infectious flacherie virus,0.92,0.08
ALPV,CRLV,Aphid lethal paralysis virus,Cherry rasp leaf virus,0.92,0.08
DcPV,CPMV,Dinocampus coccinellae paralysis virus,Cowpea mosaic virus,0.92,0.08
DcPV,ArMV,Dinocampus coccinellae paralysis virus,Arabis mosaic virus,0.92,0.08
NLHV-1,CPMV,Nilaparvata lugens honeydew virus 1,Cowpea mosaic virus,0.92,0.08
SiV-A,EPV-1,Sicinivirus A,Eel picornavirus 1,0.92,0.08
BatPI,AV-A1,Bat picornavirus,Aquamavirus A1,0.92,0.08
SBV,CRLV,Sacbrood virus,Cherry rasp leaf virus,0.92,0.08
KgV,CPMV,King virus,Cowpea mosaic virus,0.92,0.08
SBPV,ABPV,Slow bee paralysis virus,Acute bee paralysis virus,0.92,0.08
VdV-1,ArMV,Varroa destructor virus 1,Arabis mosaic virus,0.92,0.08
AoV-3,ArMV,Putative A. octoarticulatus virus 1 (g2275 i0),Arabis mosaic virus,0.92,0.08
POLIO1A,TuASV,Human poliovirus 1 Mahoney,Turkey avisivirus,0.92,0.08
MoV-A1,LimV-A1,Mosavirus A1,Limnipivirus A1,0.92,0.08
ALPV,BQCV,Aphid lethal paralysis virus,Black queen cell virus,0.92,0.08
FEX-1,CPMV,Formica exsecta virus 1,Cowpea mosaic virus,0.92,0.08
ERAV,EPV-1,Equine rhinitis B virus 1,Eel picornavirus 1,0.92,0.08
NLHV-1,ArMV,Nilaparvata lugens honeydew virus 1,Arabis mosaic virus,0.92,0.08
TuASV,AEV-1,Turkey avisivirus,Tremovirus A1,0.92,0.08
FeV-2,IFV,Formica exsecta virus 2,Infectious flacherie virus,0.92,0.08
MoV-A1,HAV,Mosavirus A1,Hepatovirus A,0.92,0.08
CosV-A1,KuV-A1,Cosavirus A1,Kunsagivirus A1,0.91,0.09
FMDV-O1K,AV-A1,Foot and mouth disease virus,Aquamavirus A1,0.91,0.09
TplV-1,OilV-1,Thaumetopoea pityocampa iflavirus 1,Osiphanes invirae iflavirus 1,0.91,0.09
STV9,ArMV,Soybean thrips iflavirus 9,Arabis mosaic virus,0.91,0.09
SINV-11,FEX-1, Solenopsis invicta virus 11,Formica exsecta virus 1,0.91,0.09
BatIV,AoV-7,Bat iflavirus (Yinda et al. 2016),Putative A. octoarticulatus virus 6 (g3684 i0),0.91,0.09
AoV-5,CPMV,Putative A. octoarticulatus virus 4 (g1894 i0),Cowpea mosaic virus,0.91,0.09
NLHV-1,LHUV-1,Nilaparvata lugens honeydew virus 1,Linepithema humile virus 1,0.91,0.09
NLHV-1,FEX-1,Nilaparvata lugens honeydew virus 1,Formica exsecta virus 1,0.91,0.09
IFV,CPMV,Infectious flacherie virus,Cowpea mosaic virus,0.91,0.09
FeV-2,PNV,Formica exsecta virus 2,Perina nuda virus,0.91,0.09
KgV,OilV-1,King virus,Osiphanes invirae iflavirus 1,0.91,0.09
ArMV,PNV,Arabis mosaic virus,Perina nuda virus,0.91,0.09
SenV-A1,AV-A1,Senecavirus A1,Aquamavirus A1,0.91,0.09
NIHV-2,EoV,Nilaparvata lugens honeydew virus-2,Ectropis obliqua virus,0.91,0.09
SINV-11,IAPV, Solenopsis invicta virus 11,Israeli acute paralysis virus,0.91,0.09
TplV-1,AoV-2,Thaumetopoea pityocampa iflavirus 1,Putative A. octoarticulatus virus 3 (g6982 i4),0.91,0.09
TesV-A1,DHAV-1,Teschovirus A1,Duck hepatitis A virus 1,0.91,0.09
SenV-A1,KuV-A1,Senecavirus A1,Kunsagivirus A1,0.91,0.09
KgV,ABPV,King virus,Acute bee paralysis virus,0.91,0.09
AoV-3,IFV,Putative A. octoarticulatus virus 1 (g2275 i0),Infectious flacherie virus,0.91,0.09
AoV-4,EoV,Putative A. octoarticulatus virus 2 (g5994 i0),Ectropis obliqua virus,0.91,0.09
SINV-16,KBV, Solenopsis invicta virus 16,Kashmir bee virus,0.91,0.09
BBV,OilV-1,Brevicoryne brassicae virus,Osiphanes invirae iflavirus 1,0.91,0.09
BatPI,KuV-A1,Bat picornavirus,Kunsagivirus A1,0.91,0.09
KuV-A1,AEV-1,Kunsagivirus A1,Tremovirus A1,0.91,0.09
DWV,KBV,Deformed wing virus,Kashmir bee virus,0.91,0.09
STV9,SEIV-1,Soybean thrips iflavirus 9,Spodoptera exigua iflavirus 1,0.91,0.09
CV-A1,AEV-1,Cardiovirus A1,Tremovirus A1,0.91,0.09
OsV-A1,AEV-1,Oscivirus A1,Tremovirus A1,0.91,0.09
SINV-16,IAPV, Solenopsis invicta virus 16,Israeli acute paralysis virus,0.91,0.09
BBV,IFV,Brevicoryne brassicae virus,Infectious flacherie virus,0.91,0.09
AoV-7,EPV-1,Putative A. octoarticulatus virus 6 (g3684 i0),Eel picornavirus 1,0.91,0.09
AoV-6,LimV-A1,Putative A. octoarticulatus virus 5 (g2855 i0),Limnipivirus A1,0.91,0.09
CPDV,AEV-1,Canine picodicistrovirus,Tremovirus A1,0.91,0.09
CosV-A1,AV-A1,Cosavirus A1,Aquamavirus A1,0.91,0.09
SINV-1,ArMV,Solenopsis invicta virus 1,Arabis mosaic virus,0.91,0.09
AoV-4,IFV,Putative A. octoarticulatus virus 2 (g5994 i0),Infectious flacherie virus,0.91,0.09
SINV-16,IFV, Solenopsis invicta virus 16,Infectious flacherie virus,0.91,0.09
NLHV-1,HAV,Nilaparvata lugens honeydew virus 1,Hepatovirus A,0.91,0.09
AoV-4,AoV-7,Putative A. octoarticulatus virus 2 (g5994 i0),Putative A. octoarticulatus virus 6 (g3684 i0),0.91,0.09
PEV-8,KuV-A1,Porcine enterovirus 8,Kunsagivirus A1,0.91,0.09
OsV-A1,KuV-A1,Oscivirus A1,Kunsagivirus A1,0.91,0.09
BatIV,OilV-1,Bat iflavirus (Yinda et al. 2016),Osiphanes invirae iflavirus 1,0.91,0.09
SBPV,SEIV-1,Slow bee paralysis virus,Spodoptera exigua iflavirus 1,0.91,0.09
PEV-8,TuASV,Porcine enterovirus 8,Turkey avisivirus,0.91,0.09
SINV-11,AoV-7, Solenopsis invicta virus 11,Putative A. octoarticulatus virus 6 (g3684 i0),0.91,0.09
NIHV-2,CPMV,Nilaparvata lugens honeydew virus-2,Cowpea mosaic virus,0.91,0.09
HPeV-1,HAV,Human parechovirus 1,Hepatovirus A,0.91,0.09
SINV-16,SINV-1, Solenopsis invicta virus 16,Solenopsis invicta virus 1,0.91,0.09
SINV-1,CRLV,Solenopsis invicta virus 1,Cherry rasp leaf virus,0.91,0.09
PEV-8,LimV-A1,Porcine enterovirus 8,Limnipivirus A1,0.91,0.09
AoV-5,AoV-7,Putative A. octoarticulatus virus 4 (g1894 i0),Putative A. octoarticulatus virus 6 (g3684 i0),0.91,0.09
SINV-11,PNV, Solenopsis invicta virus 11,Perina nuda virus,0.91,0.09
SBPV,EoV,Slow bee paralysis virus,Ectropis obliqua virus,0.91,0.09
FeV-2,EoV,Formica exsecta virus 2,Ectropis obliqua virus,0.91,0.09
NLHV-1,AoV-7,Nilaparvata lugens honeydew virus 1,Putative A. octoarticulatus virus 6 (g3684 i0),0.91,0.09
FMDV-O1K,AEV-1,Foot and mouth disease virus,Tremovirus A1,0.91,0.09
SINV-11,SINV-1, Solenopsis invicta virus 11,Solenopsis invicta virus 1,0.91,0.09
BBV,CPMV,Brevicoryne brassicae virus,Cowpea mosaic virus,0.91,0.09
AoV-6,ArMV,Putative A. octoarticulatus virus 5 (g2855 i0),Arabis mosaic virus,0.91,0.09
AoV-4,CRLV,Putative A. octoarticulatus virus 2 (g5994 i0),Cherry rasp leaf virus,0.91,0.09
AoV-3,CRLV,Putative A. octoarticulatus virus 1 (g2275 i0),Cherry rasp leaf virus,0.91,0.09
NLHV-1,AoV-6,Nilaparvata lugens honeydew virus 1,Putative A. octoarticulatus virus 5 (g2855 i0),0.91,0.09
DWV,IAPV,Deformed wing virus,Israeli acute paralysis virus,0.91,0.09
CosV-A1,AEV-1,Cosavirus A1,Tremovirus A1,0.91,0.09
NLHV-1,KBV,Nilaparvata lugens honeydew virus 1,Kashmir bee virus,0.91,0.09
SBV,KBV,Sacbrood virus,Kashmir bee virus,0.91,0.09
AoV-3,FEX-1,Putative A. octoarticulatus virus 1 (g2275 i0),Formica exsecta virus 1,0.91,0.09
SBV,ABPV,Sacbrood virus,Acute bee paralysis virus,0.91,0.09
BatIV,CPMV,Bat iflavirus (Yinda et al. 2016),Cowpea mosaic virus,0.91,0.09
BBV,SEIV-2,Brevicoryne brassicae virus,Spodoptera exigua iflavirus 2,0.91,0.09
SBPV,SINV-1,Slow bee paralysis virus,Solenopsis invicta virus 1,0.91,0.09
SBV,AoV-6,Sacbrood virus,Putative A. octoarticulatus virus 5 (g2855 i0),0.91,0.09
SINV-11,EoV, Solenopsis invicta virus 11,Ectropis obliqua virus,0.91,0.09
AoV-4,PNV,Putative A. octoarticulatus virus 2 (g5994 i0),Perina nuda virus,0.91,0.09
SBPV,PNV,Slow bee paralysis virus,Perina nuda virus,0.91,0.09
POLIO1A,DHAV-1,Human poliovirus 1 Mahoney,Duck hepatitis A virus 1,0.91,0.09
SBV,OilV-1,Sacbrood virus,Osiphanes invirae iflavirus 1,0.91,0.09
AoV-3,AoV-6,Putative A. octoarticulatus virus 1 (g2275 i0),Putative A. octoarticulatus virus 5 (g2855 i0),0.91,0.09
ApIV,SEIV-2,Antheraea pernyi iflavirus,Spodoptera exigua iflavirus 2,0.91,0.09
SBV,IAPV,Sacbrood virus,Israeli acute paralysis virus,0.91,0.09
SBPV,LHUV-1,Slow bee paralysis virus,Linepithema humile virus 1,0.91,0.09
KBV,HAV,Kashmir bee virus,Hepatovirus A,0.91,0.09
AoV-4,FEX-1,Putative A. octoarticulatus virus 2 (g5994 i0),Formica exsecta virus 1,0.9,0.1
DcPV,ALPV,Dinocampus coccinellae paralysis virus,Aphid lethal paralysis virus,0.9,0.1
KgV,PNV,King virus,Perina nuda virus,0.9,0.1
SiV-A,AEV-1,Sicinivirus A,Tremovirus A1,0.9,0.1
AoV-4,SINV-11,Putative A. octoarticulatus virus 2 (g5994 i0), Solenopsis invicta virus 11,0.9,0.1
SBPV,SINV-11,Slow bee paralysis virus, Solenopsis invicta virus 11,0.9,0.1
BBV,CRLV,Brevicoryne brassicae virus,Cherry rasp leaf virus,0.9,0.1
SINV-1,HAV,Solenopsis invicta virus 1,Hepatovirus A,0.9,0.1
MoV-A1,AV-A1,Mosavirus A1,Aquamavirus A1,0.9,0.1
RoM-7,AEV-1,Rosavirus M-7,Tremovirus A1,0.9,0.1
DcPV,AoV-6,Dinocampus coccinellae paralysis virus,Putative A. octoarticulatus virus 5 (g2855 i0),0.9,0.1
FeV-2,OilV-1,Formica exsecta virus 2,Osiphanes invirae iflavirus 1,0.9,0.1
KgV,ArMV,King virus,Arabis mosaic virus,0.9,0.1
OsV-A1,AV-A1,Oscivirus A1,Aquamavirus A1,0.9,0.1
IAPV,HAV,Israeli acute paralysis virus,Hepatovirus A,0.9,0.1
SINV-16,LHUV-1, Solenopsis invicta virus 16,Linepithema humile virus 1,0.9,0.1
NIHV-2,SINV-11,Nilaparvata lugens honeydew virus-2, Solenopsis invicta virus 11,0.9,0.1
KgV,EoV,King virus,Ectropis obliqua virus,0.9,0.1
TuASV,HAV,Turkey avisivirus,Hepatovirus A,0.9,0.1
AoV-3,LHUV-1,Putative A. octoarticulatus virus 1 (g2275 i0),Linepithema humile virus 1,0.9,0.1
ALPV,SEIV-2,Aphid lethal paralysis virus,Spodoptera exigua iflavirus 2,0.9,0.1
STV9,CRLV,Soybean thrips iflavirus 9,Cherry rasp leaf virus,0.9,0.1
STV9,ABPV,Soybean thrips iflavirus 9,Acute bee paralysis virus,0.9,0.1
BatIV,EoV,Bat iflavirus (Yinda et al. 2016),Ectropis obliqua virus,0.9,0.1
NLHV-1,PNV,Nilaparvata lugens honeydew virus 1,Perina nuda virus,0.9,0.1
AoV-3,IAPV,Putative A. octoarticulatus virus 1 (g2275 i0),Israeli acute paralysis virus,0.9,0.1
NLHV-1,IAPV,Nilaparvata lugens honeydew virus 1,Israeli acute paralysis virus,0.9,0.1
SINV-11,AoV-2, Solenopsis invicta virus 11,Putative A. octoarticulatus virus 3 (g6982 i4),0.9,0.1
FeV-2,SEIV-2,Formica exsecta virus 2,Spodoptera exigua iflavirus 2,0.9,0.1
AoV-2,AoV-8,Putative A. octoarticulatus virus 3 (g6982 i4),Putative A. octoarticulatus virus 7 (g3814 i0),0.9,0.1
DcPV,FEX-1,Dinocampus coccinellae paralysis virus,Formica exsecta virus 1,0.9,0.1
AoV-5,ALPV,Putative A. octoarticulatus virus 4 (g1894 i0),Aphid lethal paralysis virus,0.9,0.1
POLIO1A,MSPV-1,Human poliovirus 1 Mahoney,Miniopterus schreibersii picornavirus 1,0.9,0.1
ABPV,HAV,Acute bee paralysis virus,Hepatovirus A,0.9,0.1
SBPV,ALPV,Slow bee paralysis virus,Aphid lethal paralysis virus,0.9,0.1
AoV-4,LHUV-1,Putative A. octoarticulatus virus 2 (g5994 i0),Linepithema humile virus 1,0.9,0.1
VdV-1,EoV,Varroa destructor virus 1,Ectropis obliqua virus,0.9,0.1
DWV,ABPV,Deformed wing virus,Acute bee paralysis virus,0.9,0.1
AiV-1,HAV,Aichi virus 1,Hepatovirus A,0.9,0.1
POLIO1A,KuV-A1,Human poliovirus 1 Mahoney,Kunsagivirus A1,0.9,0.1
SINV-11,SEIV-2, Solenopsis invicta virus 11,Spodoptera exigua iflavirus 2,0.9,0.1
BatIV,ABPV,Bat iflavirus (Yinda et al. 2016),Acute bee paralysis virus,0.9,0.1
SINV-11,ABPV, Solenopsis invicta virus 11,Acute bee paralysis virus,0.9,0.1
SBPV,AoV-7,Slow bee paralysis virus,Putative A. octoarticulatus virus 6 (g3684 i0),0.9,0.1
ALPV,EoV,Aphid lethal paralysis virus,Ectropis obliqua virus,0.9,0.1
CPDV,KuV-A1,Canine picodicistrovirus,Kunsagivirus A1,0.9,0.1
AV-A1,PaV-1,Aquamavirus A1,Pasivirus A1,0.9,0.1
NLHV-1,ABPV,Nilaparvata lugens honeydew virus 1,Acute bee paralysis virus,0.9,0.1
STV9,FEX-1,Soybean thrips iflavirus 9,Formica exsecta virus 1,0.9,0.1
SINV-1,CPMV,Solenopsis invicta virus 1,Cowpea mosaic virus,0.9,0.1
FSak1,LimV-A1,Feline sakobuvirus A,Limnipivirus A1,0.9,0.1
VdV-1,IAPV,Varroa destructor virus 1,Israeli acute paralysis virus,0.9,0.1
GaV-A1,AEV-1,Gallivirus A1,Tremovirus A1,0.9,0.1
STV9,AoV-4,Soybean thrips iflavirus 9,Putative A. octoarticulatus virus 2 (g5994 i0),0.9,0.1
STV9,SEIV-2,Soybean thrips iflavirus 9,Spodoptera exigua iflavirus 2,0.9,0.1
DcPV,ABPV,Dinocampus coccinellae paralysis virus,Acute bee paralysis virus,0.9,0.1
KgV,AoV-6,King virus,Putative A. octoarticulatus virus 5 (g2855 i0),0.9,0.1
TplV-1,AoV-6,Thaumetopoea pityocampa iflavirus 1,Putative A. octoarticulatus virus 5 (g2855 i0),0.9,0.1
AoV-4,CPMV,Putative A. octoarticulatus virus 2 (g5994 i0),Cowpea mosaic virus,0.9,0.1
DWV,FEX-1,Deformed wing virus,Formica exsecta virus 1,0.9,0.1
ApIV,OilV-1,Antheraea pernyi iflavirus,Osiphanes invirae iflavirus 1,0.9,0.1
LdIV-1,AoV-2,Lymantria dispar iflavirus 1,Putative A. octoarticulatus virus 3 (g6982 i4),0.9,0.1
ALPV,PNV,Aphid lethal paralysis virus,Perina nuda virus,0.9,0.1
RoM-7,KuV-A1,Rosavirus M-7,Kunsagivirus A1,0.9,0.1
PasV-A1,EPV-1,Passerivirus A1,Eel picornavirus 1,0.9,0.1
BatIV,SINV-11,Bat iflavirus (Yinda et al. 2016), Solenopsis invicta virus 11,0.9,0.1
AoV-4,IAPV,Putative A. octoarticulatus virus 2 (g5994 i0),Israeli acute paralysis virus,0.9,0.1
AoV-4,SINV-16,Putative A. octoarticulatus virus 2 (g5994 i0), Solenopsis invicta virus 16,0.9,0.1
BatPI,DHAV-1,Bat picornavirus,Duck hepatitis A virus 1,0.9,0.1
RoM-7,HAV,Rosavirus M-7,Hepatovirus A,0.9,0.1
DcPV,SINV-1,Dinocampus coccinellae paralysis virus,Solenopsis invicta virus 1,0.9,0.1
STV9,SINV-1,Soybean thrips iflavirus 9,Solenopsis invicta virus 1,0.9,0.1
BatIV,KBV,Bat iflavirus (Yinda et al. 2016),Kashmir bee virus,0.89,0.11
VdV-1,KBV,Varroa destructor virus 1,Kashmir bee virus,0.89,0.11
DcPV,AoV-7,Dinocampus coccinellae paralysis virus,Putative A. octoarticulatus virus 6 (g3684 i0),0.89,0.11
FMDV-O1K,CPDV,Foot and mouth disease virus,Canine picodicistrovirus,0.89,0.11
AoV-3,ABPV,Putative A. octoarticulatus virus 1 (g2275 i0),Acute bee paralysis virus,0.89,0.11
AoV-3,OilV-1,Putative A. octoarticulatus virus 1 (g2275 i0),Osiphanes invirae iflavirus 1,0.89,0.11
SINV-11,AoV-6, Solenopsis invicta virus 11,Putative A. octoarticulatus virus 5 (g2855 i0),0.89,0.11
AoV-2,HAV,Putative A. octoarticulatus virus 3 (g6982 i4),Hepatovirus A,0.89,0.11
BatIV,IAPV,Bat iflavirus (Yinda et al. 2016),Israeli acute paralysis virus,0.89,0.11
GaV-A1,HAV,Gallivirus A1,Hepatovirus A,0.89,0.11
FeV-2,IAPV,Formica exsecta virus 2,Israeli acute paralysis virus,0.89,0.11
NIHV-2,ALPV,Nilaparvata lugens honeydew virus-2,Aphid lethal paralysis virus,0.89,0.11
FSak1,EPV-1,Feline sakobuvirus A,Eel picornavirus 1,0.89,0.11
BatIV,PNV,Bat iflavirus (Yinda et al. 2016),Perina nuda virus,0.89,0.11
VdV-1,SEIV-2,Varroa destructor virus 1,Spodoptera exigua iflavirus 2,0.89,0.11
